Country,Institution,Type,Project,Amount (in USD),Financial Close,Region,Recipient Country,Recipient Subregion,Project Sponsor,Construction Company,Generator Manufacturer,Source 1,Notes,Source 2,Source 3,Sector Group,Sector,Plant Type,Total Project Value ,Status,Power Plant Size (MW) or Share ,Annual Emissions (MMTCO2),Lifetime Emissions (MMTCO2) ,Coal Mine Size (Mtpa) ,Full MW Size ,Parent Company,SSS Manufacturer,Turbine Manufacturer,Architechture/Engineering,GPPD ID,Latitude,Longitude,Location Source
United States,Overseas Private Investment Corporation,Other Public Financer,Colgate/McCallum (Provindia Energetika Kft),"$1,500,000 ",1/1/2015,Europe,Hungary,,Colgate/McCallum Ltd,,,Oil Change International’s Shift the Subsidies Database,,"https://www.opic.gov/sites/default/files/files/2015annualreport.pdf (see pp.16, 39)

https://www.opic.gov/sites/default/files/files/provindia-info-summary.pdf",,Renewables,Wind,,,,2,,,,,,,,,,,,
United States,Overseas Private Investment Corporation,Other Public Financer,Content Solar Limited,"$24,000,000 ",1/1/2015,Latin America & Caribbean,Jamaica,,WRB Enterprises Inc.,,,Oil Change International’s Shift the Subsidies Database,,"https://www.opic.gov/sites/default/files/files/2015annualreport.pdf (see pp.21, 37)   

https://www.opic.gov/sites/default/files/files/Content%20Solar%20(Jamaica)%20-%20PRI%20Public%20Summary.pdf

https://www.opic.gov/press-releases/2015/opic-support-20-mw-jamaican-solar-energy-facility",,Renewables,Solar,,,,20,,,,,,,,,,,,
United States,Export-Import Bank of the United States (EXIM),Export Credit & Insurance,Talas de Maciel I Wind Farm (50MW),"$64,500,000 ",1/12/2015,Latin America & Caribbean,Uruguay,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,50,,,,50,,,,,URY0000793,-33.6348,-56.7214,WRI
Turkey,Halkbank,Other Public Financer,Canakkale Thermal Power Plant (330MW),"$68,390,000 ",1/14/2015,Europe,Turkey,," 
Can Komur (subsidiary of Odas Elektrik)",,,https://ijglobal.com/data/transaction/35062/canakkale-thermal-power-plant-330mw http://globalenergyobservatory.org/form.php?pid=43065,,,,Coal Power Plant,Coal power plant - new ,Subcritical,,Financial close,330,0.38,15,,,ODAS ELEKTRIK URETIM AS,,,,,,,
Japan,Japan Bank for International Cooperation (JBIC),Export Credit & Insurance,Shams Ma’an Solar PV Plant (52.5MW),"$77,000,000 ",1/18/2015,Middle East & North Africa,Jordan,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,52.5,,,,52.5,,,,,,,,
Japan,Nippon Export and Investment Insurance (NEXI),Export Credit & Insurance,Shams Ma'an Photovoltaic Project ,"$52,000,000 ",1/19/2015,Middle East & North Africa,Jordan,,"Diamond Generating Europe, Ltd., Nebras Power Q.S.C., Kawar Group ",,,Oil Change International’s Shift the Subsidies Database,,"http://www.nexi.go.jp/en/topics/newsrelease/005601.html    

http://nexi.go.jp/corporate/booklet/pdf/annual2014-e.pdf (see p.13)   

http://www.mizuhobank.com/company/release/pdf/20150119release_eng.pdf",,Renewables,Solar,,,,,,,,,,,,,,,,
Multilateral,European Bank for Reconstruction and Development,Multilateral,SunEdison Jordan Solar PV Plant (23.8MW),"$25,000,000 ",1/21/2015,Middle East & North Africa,Jordan,,,,,IJ Global: Project Finance and Infrastructure Journal,,http://www.ebrd.com/work-with-us/projects/psd/maan-solar-power-project.html,,Renewables,Photovoltaic Solar,,,Financial Close,11.9,,,,11.9,,,,,,,,
United States,Overseas Private Investment Corporation,Other Public Financer,SunEdison Jordan Solar PV Plant (23.8MW),"$25,000,000 ",1/21/2015,Middle East & North Africa,Jordan,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,11.9,,,,11.9,,,,,,,,
Japan,Japan International Cooperation Agency (JICA),Other Public Financer,Thai Binh Coal Plant & Transmission Lines (II),"$307,397,176 ",1/26/2015,Southeast Asia,Vietnam,Thai Binh,ELECTRICITY OF VIETNAM (EVN),MARUBENI,FUJI,http://www.jica.go.jp/english/news/press/2014/150130_01.html,,,,Coal Power Plant,Coal Power Plant - New,Subcritical,,Financial Close,600,0.68,27,,,ELECTRICITY OF VIETNAM (EVN),FW,FUJI,MARUBENI,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Malvern Wind Farm (36.3MW),"$10,000,000 ",1/26/2015,US and Canada,Jamaica,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,18.15,,,,18.2,,,,,,,,
Multilateral,Asian Development Bank (ADB),Multilateral,Chaiyaphum Wind Farm IPP (81MW),"$55,430,000 ",1/26/2015,Southeast Asia,Thailand,, Chaiyaphum Wind Farm Company ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,40.5,,,,20.5,,,,,,,,
Multilateral,Clean Technology Fund,Multilateral,Chaiyaphum Wind Farm IPP (81MW),"$30,000,000 ",1/26/2015,Southeast Asia,Thailand,, Chaiyaphum Wind Farm Company ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,40.5,,,,20.5,,,,,,,,
Multilateral,Asian Development Bank (ADB),Multilateral,150-Megawatt Burgos Wind Farm Project ,"$20,000,000 ",1/26/2015,Southeast Asia,Philippines,,EDC Burgos Wind Power Corporation ,,,"Oil Change International ""Fossil Fuel Finance at the Multilateral Development Banks: The Low-Hanging Fruit of Paris Compliance"" http://priceofoil.org/2017/05/24/fossil-fuel-finance-mdbs-paris/",,"http://www.adb.org/projects/48325-001/main   

http://www.adb.org/sites/default/files/project-document/154786/48325-001-rrp.pdf   

http://www.adb.org/news/adb-help-finance-philippines-largest-wind-farm",,Renewables,Wind,,,Financial Close,150,,,,,,,,,,,,
United States,Overseas Private Investment Corporation,Other Public Financer,Malvern Wind Farm (36.3MW),"$42,700,000 ",1/26/2015,US and Canada,Jamaica,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,18.15,,,,18.2,,,,,,,,
Multilateral,Inter-American Development Bank,Multilateral,Experience Sharing/ Development and Monitoring of Geothermal Fields,"$10,000 ",2/3/2015,Latin America & Caribbean,Ecuador,,Instituto Costarricense de Electricidad ICE and Empresa PÃºblica EstratÃ©gica CorporaciÃ³n ElÃ©ctrica del Ecuador - CELEC EP,,,"Oil Change International ""Fossil Fuel Finance at the Multilateral Development Banks: The Low-Hanging Fruit of Paris Compliance"" http://priceofoil.org/2017/05/24/fossil-fuel-finance-mdbs-paris/",,"http://www.iadb.org/en/projects/project-description-title,1303.html?id=EC-T1318",,Renewables,Geothermal,,,Financial Close,,,,,,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Gibson Bay Wind Farm (111MW),"$89,560,000 ",2/12/2015,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,111,,,,111,,,,,,,,
France,Agence Francaise de Development - Proparco,Other Public Financer,Tres Hermanas Wind Farm (97.15MW),"$15,000,000 ",2/15/2015,Latin America & Caribbean,Peru,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,32.38,,,,32.4,,,,,,,,
France,Agence Francaise de Development - Proparco,Other Public Financer,Marcona Wind Farm (32.1MW),"$8,330,000 ",2/15/2015,Latin America & Caribbean,Peru,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,10.7,,,,10.7,,,,,WRI1022108,-15.409,-75.0804,WRI
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Tres Hermanas Wind Farm (97.15MW),"$15,000,000 ",2/15/2015,Latin America & Caribbean,Peru,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,48.58,,,,48.6,KfW,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Marcona Wind Farm (32.1MW),"$8,340,000 ",2/15/2015,Latin America & Caribbean,Peru,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,16.05,,,,16.1,KfW,,,,WRI1022108,-15.409,-75.0804,WRI
United States,Export-Import Bank of the United States (EXIM),Export Credit & Insurance,Tres Hermanas Wind Farm (97.15MW),"$52,000,000 ",2/15/2015,Latin America & Caribbean,Peru,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,48.58,,,,48.6,,,,,,,,
United States,Export-Import Bank of the United States (EXIM),Export Credit & Insurance,Marcona Wind Farm (32.1MW),"$12,000,000 ",2/15/2015,Latin America & Caribbean,Peru,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial Close,16.05,,,,16.1,,,,,WRI1022108,-15.409,-75.0804,WRI
Multilateral,World Bank - International Finance Corporation,Multilateral,Metro Power Sindh Wind Farm (50MW),"$22,500,000 ",2/18/2015,South Asia,Pakistan,, Metro Power Company ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,50,,,,50,,,,,WRI1030466,25.1715,67.969,WRI
Multilateral,World Bank - International Finance Corporation,Multilateral,Metro Wind Farm (50MW),"$11,250,000 ",2/19/2015,South Asia,Pakistan,, Metro Power Company Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,25,,,,25,,,,,WRI1030466,25.1715,67.969,WRI
China,China Development Bank,Other Public Financer,Kendari-3,"$150,000,000 ",2/26/2015,Southeast Asia,Indonesia,"Tanjung Tiram, South Konawe, Southeast Sulawesi",Sinar Mas Group,,,"http://jakartaglobe.beritasatu.com/business/sinar-mas-energy-holding-pushes-ahead-coal-fired-power-plants/
",,"http://economictimes.indiatimes.com/news/international/business/indonesias-sinarmas-to-invest-600-700-million-in-2-coal-plants-sources/articleshow/46983781.cms http://www.reuters.com/article/2015/04/20/indonesia-wef-sinarmas-idUSL4N0XH09620150420 http://thejakartaglobe.beritasatu.com/business/sinar-mas-inks-loan-deal-chinese-banks
http://www.sourcewatch.org/index.php/Sinar_Mas_Jambi_power_station",http://jakartaglobe.id/business/sinar-mas-energy-holding-pushes-ahead-coal-fired-power-plants/,Coal Power Plant,Coal power plant - new ,Subcritical,,Financial Close,400,0.46,18,,,,,,,,-4.0411792,122.659225,GCPT
Multilateral,African Development Bank (AfDB),Multilateral,Partial risk guarantee for coal-to-power investment in Nigeria,"$200,000,000 ",3/1/2015,Sub-Saharan Africa,Nigeria,,Nigerian Bulk Electricity Trading,,,"http://www.post-nigeria.com/afdb-pumps-200m-into-nigerias-coal-to-power-production/
http://www.esi-africa.com/news/coal-to-power-afdb-commits-200m-to-nigerias-dirty-fuel/
http://guardian.ng/news/afdb-pledges-200m-support-for-coal-to-power-projects/?ak_action=reject_mobile","Partial risk guarantee for coal-fired power project investment in Nigeria. Official project information not available on AfDB website, but transaction was widely reported in Nigerian press:
",,,Other/Unspecified,Coal Power Plant - New,,,Financial Close,,0,0,,,,,,,,,,
Germany,Euler Hermes,Export Credit & Insurance,44-MW Wind Farm,"$16,808,041 ",3/1/2015,Europe,Turkey,,a German exporter,,,Oil Change International’s Shift the Subsidies Database,,"http://www.agaportal.de/en/aga/projektinformationen/projektinformation_2015.html (see list for March 2015)   

https://www.vestas.com/en/media/news#!131205_nr_uk_med",,Renewables,Wind,,,,44,,,,,,,,,,,,
Germany,Euler Hermes,Export Credit & Insurance,Two Wind Farms (80.3-MW),"$16,808,041 ",3/1/2015,Europe,Turkey,,a German exporter,,,Oil Change International’s Shift the Subsidies Database,,"http://www.agaportal.de/en/aga/projektinformationen/projektinformation_2015.html (see listing for March 2015)   

http://www.zorluenerji.com.tr/en/press-room/press-releases-detail/2505/zorlu-energys-second-and-third-wind-farms-in-operation-in-turkey    

http://www.cleanenergybusinesscouncil.com/wp-content/uploads/CEBC-Project-02-Jan-2015-TO-04-Jan-2015.pdf",,Renewables,Wind,,,,80.3,,,,,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Khuti Kun Wind Farm (49.5MW),"$22,000,000 ",3/11/2015,South Asia,Pakistan,, Tenaga Generasi Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,24.75,,,,24.8,,,,,,,,
United States,Overseas Private Investment Corporation,Other Public Financer,Khuti Kun Wind Farm (49.5MW),"$44,000,000 ",3/11/2015,South Asia,Pakistan,, Tenega Generasi Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,24.75,,,,24.8,,,,,,,,
Multilateral,African Development Bank (AfDB),Multilateral,Xina Solar One PPP (100MW),"$74,560,000 ",3/13/2015,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Thermal Solar,,,Financial Close,20,,,,20,,,,,,,,
Multilateral,African Development Bank (AfDB),Multilateral,Xina Solar One PPP (100MW),"$39,380,000 ",3/13/2015,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Thermal Solar,,,Financial Close,20,,,,20,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Xina Solar One PPP (100MW),"$36,600,000 ",3/13/2015,Sub-Saharan Africa,South Africa,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Thermal Solar,,,Financial Close,20,,,,20,,,,,,,,
Germany,Kreditanstalt für Wiederaufbau (KfW),Other Public Financer,Aura II Solar PV Plant (61MW),"$45,500,000 ",3/26/2015,Latin America & Caribbean,Honduras,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,20.33,,,,20.3,KfW,,,,WRI1029374,13.2273,-87.2096,WRI
Mexico, Banco Nacional de Comercio Exterior - Bancomext ,Other Public Financer,Aura II Solar PV Plant (61MW),"$45,500,000 ",3/26/2015,Latin America & Caribbean,Honduras,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,20.33,,,,20.3,,,,,WRI1029374,13.2273,-87.2096,WRI
Multilateral,World Bank - International Finance Corporation,Multilateral,Aura II Solar PV Plant (61MW),"$25,000,000 ",3/26/2015,Latin America & Caribbean,Honduras,,,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Photovoltaic Solar,,,Financial Close,20.33,,,,20.3,,,,,WRI1029374,13.2273,-87.2096,WRI
France,Agence Francaise de Development - Proparco,Other Public Financer,Gul Ahmed Wind Power Plant (50MW),"$12,130,000 ",3/27/2015,South Asia,Pakistan,, Gul Ahmed Wind Power Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,7.14,,,,7.1,,,,,,,,
France,Agence Francaise de Development - Proparco,Other Public Financer,Gul Ahmed Wind Power Plant (50MW),"$3,870,000 ",3/27/2015,South Asia,Pakistan,, Gul Ahmed Wind Power Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,7.14,,,,7.1,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Gul Ahmed Wind Power Plant (50MW),"$12,130,000 ",3/27/2015,South Asia,Pakistan,, Gul Ahmed Wind Power Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,7.14,,,,7.1,,,,,,,,
Multilateral,World Bank - International Finance Corporation,Multilateral,Gul Ahmed Wind Power Plant (50MW),"$3,870,000 ",3/27/2015,South Asia,Pakistan,, Gul Ahmed Wind Power Limited ,,,IJ Global: Project Finance and Infrastructure Journal,,,,Renewables,Onshore Wind,,,Financial close,7.14,,,,7.1,,,,,,,,
Japan,Japan Bank for International Cooperation (JBIC),Export Credit & Insurance,Duyen Hai Plant 3 - Expansion,"$409,910,000 ",3/31/2015,Southeast Asia,Vietnam,,Vietnam Electricity (EVN),,,http://www.jbic.go.jp/en/information/press/press-2014/0331-37582,"The loan is intended to finance EVN's purchase of a whole set of machineries and equipment including steam turbines and generators (manufactured by TOSHIBA CORPORATION) by engineering, procurement and construction (""EPC"") basis from SUMITOMO CORPORATION for a super critical coal-fired power plant (688 MW x 1 unit) to be built in the Duyen Hai district, Tra Vinh Province, in the southern part of Vietnam.
",http://sekitan.jp/jbic/wp-content/uploads/2014/01/Lists-of-Approved-Coal-Investments-by-JBIC-April-2015.pdf,,Coal Power Plant,Coal Power Plant - Expansion,Supercritical,,Financial Close,344,0.39,16,,,ELECTRICITY OF VIETNAM (EVN),BWBC,TOSHIBA,SUM/B&V,WRI1030732,9.5867,106.53,WRI
Japan,Nippon Export and Investment Insurance (NEXI),Export Credit & Insurance,Duyen Hai Plant Expansion,"$274,000,000 ",3/31/2015,Southeast Asia,Vietnam,,Vietnam Electricity (EVN),,,http://www.jbic.go.jp/en/information/press/press-2014/0331-37582,"USD 274 million (project description indicates NEXI cover applies to only portion financed by private institutions, so given total financed amount of $683 million, minus JBIC portion of $409 million, NEXI coverage would be for $274 million)",http://www.jbic.go.jp/en/information/press/press-2014/0331-37582JAECES Data,,Coal Power Plant,Coal Power Plant - Expansion,Supercritical,,Financial Close,344,0.39,16,,,,,,,WRI1030732,9.5867,106.53,WRI
China,Export-Import Bank of China,Export Credit & Insurance,Tanjung Enim Coal-Fired Mine-Mouth Power Plant (Sumsel 8 - Bangko Tengah),"$1,200,000,000 ",3/31/2015,Southeast Asia,Indonesia,,Bukit Asam and China Huadian Corporation Power Operation Company,CHEC,DONGFANG,IJ Global: Project Finance and Infrastructure Journal,,http://www.eximbank.gov.cn/tm/Newdetails/index.aspx?nodeid=343&page=ContentPage&categoryid=0&contentid=27175,"http://www.4-traders.com/PT-TAMBANG-BATUBARA-BUKIT-6496448/news/PT-Tambang-Batubara-Bukit-Asam-Tbk-PTBA-Journey-2015-21907169/?iCStream=1
http://www.sourcewatch.org/index.php/International_Chinese_coal_projects",Coal Power Plant,Coal Power Plant - New,,,Financial Close,1240,1.41,56,,,CHINA HUADIAN GROUP/BUKIT ASAM,DONGFANG,DONGFANG,SDEPCI,,-3.734,103.759,GCPT
Multilateral,Asian Development Bank (ADB),Multilateral,Development of West Timor Wind Power ,"$170,000 ",3/31/2015,Southeast Asia,Indonesia,,Indo Wind Power Holdings Pte Ltd ,,,"Oil Change International ""Fossil Fuel Finance at the Multilateral Development Banks: The Low-Hanging Fruit of Paris Compliance"" http://priceofoil.org/2017/05/24/fossil-fuel-finance-mdbs-paris/",,"http://www.adb.org/projects/49901-001/main   

http://www.windpowerintelligence.com/article/JomFac9b3W6/2014/02/18/indonesia_asia_green_capital_plans_20mw_west_timor_wind_farm/",,Renewables,Wind,,,Financial Close,20,,,,,,,,,,,,
